complete_address,city,price_total,price,rent,rent_sqm,sqm,is_furnished,coords,travel_time
"ul. Gabriela Narutowicza, Załęże, Katowice, śląskie","Katowice, śląskie",3800.0,3800.0,,54.29,70.0,True,"(50.2576071, 19.0171456)",38
"Dąb, Katowice, śląskie","Katowice, śląskie",2800.0,2200.0,600.0,93.33,30.0,True,"(50.27602295, 18.99200291024328)",38
"ul. Władysława Grabskiego, Osiedle Witosa, Katowice, śląskie","Katowice, śląskie",2500.0,1700.0,800.0,41.67,60.0,True,"(50.2576071, 19.0171456)",38
"Kasprzak, Gołonóg Południowy, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2450.0,2450.0,,53.26,46.0,False,"(50.330374, 19.1848234)",32
"Klimontów, Sosnowiec, śląskie","Sosnowiec, śląskie",750.0,750.0,,17.05,44.0,True,"(50.2810071, 19.19456500889759)",35
"Zagórze Północ, Sosnowiec, śląskie","Sosnowiec, śląskie",2100.0,2100.0,,45.65,46.0,True,"(50.27895, 19.1263859)",35
"Dąb, Katowice, śląskie","Katowice, śląskie",2950.0,2300.0,650.0,52.68,56.0,True,"(50.27602295, 18.99200291024328)",38
"Rozbark, Bytom, śląskie","Bytom, śląskie",1790.0,1500.0,290.0,37.29,48.0,True,"(50.341924000000006, 18.926691889543118)",29
"ul. Sączewskiego, Będzin, będziński, śląskie","będziński, śląskie",2350.0,1850.0,500.0,47.0,50.0,True,"(50.31724945, 19.138881491319484)",32
"ul. Karoliny, Bogucice, Katowice, śląskie","Katowice, śląskie",2850.0,2150.0,700.0,64.77,44.0,False,"(50.2576071, 19.0171456)",38
"Klimontów, Sosnowiec, śląskie","Sosnowiec, śląskie",1327.0,1327.0,,22.88,58.0,False,"(50.2810071, 19.19456500889759)",35
"ul. Towarowa, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",2500.0,2200.0,300.0,43.86,57.0,True,"(50.27895, 19.1263859)",35
"ul. Fryderyka Chopina, Poręba, zawierciański, śląskie","zawierciański, śląskie",1530.0,1000.0,530.0,43.71,35.0,True,"(50.5775652, 19.3412388)",42
"ul. Stefana Batorego, Śródmieście, Bytom, śląskie","Bytom, śląskie",800.0,800.0,,34.78,23.0,True,"(50.342812, 18.9120743)",31
"ul. Wiosenna, Klimzowiec, Centrum, Chorzów, śląskie","Chorzów, śląskie",1290.0,1290.0,,33.95,38.0,True,"(50.2537455, 18.9383126)",40
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1900.0,1900.0,,52.78,36.0,True,"(50.2822072, 19.1189568)",32
"Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",3900.0,3900.0,,58.21,67.0,False,"(50.2371408, 19.0101608)",44
"Śródmieście, Katowice, śląskie","Katowice, śląskie",3000.0,3000.0,,20.69,145.0,False,"(50.259795, 19.0217063)",37
"ul. Ceglana, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",2499.0,2499.0,,56.8,44.0,True,"(50.2576071, 19.0171456)",38
"al. Walentego Roździeńskiego 90, Dąbrówka Mała, Katowice, śląskie","Katowice, śląskie",900.0,770.0,130.0,90.0,10.0,True,"(50.2752197, 19.0719012)",31
"ul. Wiertnicza, Dąbrówka Mała, Katowice, śląskie","Katowice, śląskie",2249.0,1999.0,250.0,68.15,33.0,False,"(50.2576071, 19.0171456)",38
"ul. Warszawska, Śródmieście, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,38.6,57.0,False,"(50.2576071, 19.0171456)",38
"ul. Grodziecka, Czeladź, będziński, śląskie","będziński, śląskie",1800.0,1800.0,,45.0,40.0,True,"(50.31724945, 19.138881491319484)",32
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1650.0,1650.0,,21.43,77.0,True,"(50.3593826, 18.9223843)",26
"Hutki, Konopiska, częstochowski, śląskie","częstochowski, śląskie",1700.0,1700.0,,24.29,70.0,False,"(50.6812992, 19.0069168)",35
"Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",2200.0,2200.0,,44.9,49.0,True,"(50.2761303, 19.1408973)",37
"ul. Francuska, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",1800.0,1800.0,,60.0,30.0,False,"(50.2576071, 19.0171456)",38
"Centrum, Chorzów, śląskie","Chorzów, śląskie",2000.0,1800.0,200.0,68.97,29.0,True,"(50.2916931, 18.942978)",39
"ul. Augustyna Świdra, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",1300.0,1300.0,,32.5,40.0,True,"(50.2537455, 18.9383126)",40
"ul. Augustyna Świdra, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",1300.0,1300.0,,32.5,40.0,True,"(50.2537455, 18.9383126)",40
"ul. Tysiąclecia, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2250.0,2250.0,,44.12,51.0,True,"(50.2576071, 19.0171456)",38
"ul. Ceglana, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",2550.0,2550.0,,75.0,34.0,False,"(50.2576071, 19.0171456)",38
"ul. Ignacego Chrzanowskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",1460.0,1300.0,160.0,54.07,27.0,True,"(50.342812, 18.9120743)",31
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1100.0,1100.0,,30.56,36.0,False,"(50.3593826, 18.9223843)",26
"ul. Francuska, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3150.0,2500.0,650.0,78.75,40.0,True,"(50.2576071, 19.0171456)",38
"Śródmieście, Bytom, śląskie","Bytom, śląskie",2101.0,2100.0,1.0,18.93,111.0,False,"(50.3593826, 18.9223843)",26
"Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",1650.0,850.0,800.0,43.42,38.0,False,"(50.2761303, 19.1408973)",37
"Centrum, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",1800.0,1800.0,,64.29,28.0,True,"(50.2951929, 19.035367665389575)",34
"ul. Katowicka, Śródmieście, Bytom, śląskie","Bytom, śląskie",1000.0,750.0,250.0,66.67,15.0,True,"(50.342812, 18.9120743)",31
"Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",3063.0,2100.0,963.0,42.54,72.0,True,"(50.30136995, 19.137234784534655)",28
"ul. Gajdasa, Radzionków, tarnogórski, śląskie","tarnogórski, śląskie",2100.0,2100.0,,36.84,57.0,False,"(50.441837, 18.8565784)",28
"ul. gen. Kazimierza Pułaskiego 27, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2744.0,2744.0,,44.98,61.0,False,"(50.2576071, 19.0171456)",38
"ul. Tysiąclecia, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2500.0,2500.0,,43.1,58.0,False,"(50.2576071, 19.0171456)",38
"ul. rtm. Witolda Pileckiego, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1400.0,1400.0,,38.89,36.0,True,"(50.27895, 19.1263859)",35
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1551.0,1550.0,1.0,41.92,37.0,False,"(50.3593826, 18.9223843)",26
"ul. Wyzwolenia, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",2000.0,2000.0,,26.67,75.0,True,"(50.3686759, 18.9325362)",25
"ul. Juliana Fałata, Śródmieście, Bytom, śląskie","Bytom, śląskie",1400.0,1400.0,,26.42,53.0,False,"(50.342812, 18.9120743)",31
"ul. Juliusza Zarębskiego, Załęże, Katowice, śląskie","Katowice, śląskie",1500.0,1350.0,150.0,65.22,23.0,True,"(50.2576071, 19.0171456)",38
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1801.0,1800.0,1.0,27.71,65.0,False,"(50.2822072, 19.1189568)",32
"Aleja Wojciecha Korfantego, Śródmieście, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,44.0,50.0,False,"(50.2623308, 19.0217115)",38
"Penthouse w Atal Sokolska Towers, Śródmieście, Katowice, śląskie","Katowice, śląskie",11990.0,11990.0,,85.64,140.0,False,"(50.2576071, 19.0171456)",38
"ul. Krzysztofa Kamila Baczyńskiego, Milowice, Sosnowiec, śląskie","Sosnowiec, śląskie",1550.0,1550.0,,46.97,33.0,True,"(50.27895, 19.1263859)",35
"ul. Jana Faski, Centrum, Chorzów, śląskie","Chorzów, śląskie",6500.0,6500.0,,59.09,110.0,True,"(50.2537455, 18.9383126)",40
"ul. Słoneczna, Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",1900.0,1900.0,,31.15,61.0,True,"(50.2576071, 19.0171456)",38
"ul. Wierzbowa 26, Koszutka, Katowice, śląskie","Katowice, śląskie",2690.0,1990.0,700.0,64.05,42.0,True,"(50.2576071, 19.0171456)",38
"ul. dr. Andrzeja Mielęckiego, Centrum, Chorzów, śląskie","Chorzów, śląskie",1359.0,1250.0,109.0,19.41,70.0,False,"(50.2537455, 18.9383126)",40
"ul. Kamila Cypriana Norwida, Czeladź, będziński, śląskie","będziński, śląskie",2700.0,2000.0,700.0,56.25,48.0,True,"(50.31724945, 19.138881491319484)",32
"Jęzor, Sosnowiec, śląskie","Sosnowiec, śląskie",1600.0,1600.0,,33.33,48.0,False,"(50.2418809, 19.1977897)",43
"Jęzor, Sosnowiec, śląskie","Sosnowiec, śląskie",1700.0,1700.0,,34.0,50.0,False,"(50.2418809, 19.1977897)",43
"Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1800.0,1200.0,600.0,40.0,45.0,False,"(50.3686759, 18.9325362)",25
"ul. Marii Skłodowskiej-Curie, Śródmieście, Katowice, śląskie","Katowice, śląskie",2600.0,2600.0,,29.55,88.0,False,"(50.2576071, 19.0171456)",38
"Dwupoziomowy apartament z tarasem!, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",12000.0,12000.0,,107.14,112.0,False,"(50.2576071, 19.0171456)",38
"ul. Oświęcimska, Śródmieście, Bytom, śląskie","Bytom, śląskie",1580.0,1300.0,280.0,41.58,38.0,True,"(50.342812, 18.9120743)",31
"ul. marsz. Józefa Piłsudskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",1500.0,1200.0,300.0,75.0,20.0,True,"(50.342812, 18.9120743)",31
"ul. Łęknice, Łęknice, Zielona Pogoria, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",4500.0,4500.0,,63.38,71.0,True,"(50.330374, 19.1848234)",32
"pl. Bolesława Chrobrego, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2600.0,2000.0,600.0,54.17,48.0,True,"(50.2576071, 19.0171456)",38
"Plac dr. Józefa Rostka, Śródmieście, Katowice, śląskie","Katowice, śląskie",2500.0,2500.0,,38.46,65.0,True,"(50.2576071, 19.0171456)",38
"ul. Jana Kużaja, Radzionków, tarnogórski, śląskie","tarnogórski, śląskie",1500.0,1500.0,,29.41,51.0,True,"(50.441837, 18.8565784)",28
"ul. Dojazdowa, Niwka, Sosnowiec, śląskie","Sosnowiec, śląskie",1800.0,1200.0,600.0,47.37,38.0,True,"(50.27895, 19.1263859)",35
"Henryka Mikołaja Góreckiego, Bogucice, Katowice, śląskie","Katowice, śląskie",2900.0,2900.0,,67.44,43.0,True,"(50.2576071, 19.0171456)",38
"ul. Różana, Klimzowiec, Centrum, Chorzów, śląskie","Chorzów, śląskie",1700.0,1300.0,400.0,62.96,27.0,True,"(50.2537455, 18.9383126)",40
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1700.0,1700.0,,36.96,46.0,False,"(50.2822072, 19.1189568)",32
"Śródmieście, Katowice, śląskie","Katowice, śląskie",5900.0,5000.0,900.0,79.73,74.0,False,"(50.259795, 19.0217063)",37
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3030.0,2300.0,730.0,79.74,38.0,True,"(50.2576071, 19.0171456)",38
"Centrum, Chorzów, śląskie","Chorzów, śląskie",1500.0,1000.0,500.0,40.54,37.0,False,"(50.2916931, 18.942978)",39
"ul. Powstańców Warszawskich, Śródmieście, Bytom, śląskie","Bytom, śląskie",2459.0,1999.0,460.0,19.83,124.0,False,"(50.342812, 18.9120743)",31
"ul. Bytomska, Orzech, Świerklaniec, tarnogórski, śląskie","tarnogórski, śląskie",3500.0,3500.0,,46.67,75.0,False,"(50.441837, 18.8565784)",28
"ul. Katowicka, Śródmieście, Bytom, śląskie","Bytom, śląskie",1800.0,1150.0,650.0,56.25,32.0,False,"(50.342812, 18.9120743)",31
"ul. Szymały, Osiedle Generała Jerzego Ziętka, Bytom, śląskie","Bytom, śląskie",1900.0,1900.0,,30.65,62.0,True,"(50.342812, 18.9120743)",31
"al. Wojciecha Korfantego, Śródmieście, Katowice, śląskie","Katowice, śląskie",1550.0,1550.0,,41.89,37.0,False,"(50.2623308, 19.0217115)",38
"Reden, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1200.0,1200.0,,48.0,25.0,True,"(50.3250955, 19.203088)",34
"Klimzowiec, Centrum, Chorzów, śląskie","Chorzów, śląskie",1800.0,1800.0,,37.5,48.0,False,"(50.2859309, 18.9536203)",40
"ul. Henryka Sienkiewicza, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",2200.0,2200.0,,20.0,110.0,True,"(50.27895, 19.1263859)",35
"ul. Cypriana Kamila Norwida, Aleje, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2439.0,1799.0,640.0,49.78,49.0,True,"(50.330374, 19.1848234)",32
"ul. Wyzwolenia, Szombierki, Bytom, śląskie","Bytom, śląskie",1600.0,1600.0,,34.04,47.0,False,"(50.342812, 18.9120743)",31
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1300.0,1300.0,,16.88,77.0,False,"(50.3593826, 18.9223843)",26
"ul. Jana Kochanowskiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",3600.0,3600.0,,34.29,105.0,True,"(50.2576071, 19.0171456)",38
"Zagórze Północ, Sosnowiec, śląskie","Sosnowiec, śląskie",2500.0,2500.0,,49.02,51.0,True,"(50.27895, 19.1263859)",35
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1200.0,1200.0,,60.0,20.0,True,"(50.301919850000004, 19.132456365631022)",28
"ul. Młyńska, Śródmieście, Katowice, śląskie","Katowice, śląskie",2600.0,2600.0,,50.0,52.0,True,"(50.2576071, 19.0171456)",38
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2900.0,2900.0,,29.0,100.0,True,"(50.259795, 19.0217063)",37
"ul. Jana Kochanowskiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",3600.0,3600.0,,36.0,100.0,False,"(50.2576071, 19.0171456)",38
"ul. Oświęcimska, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1550.0,1550.0,,31.63,49.0,False,"(50.3686759, 18.9325362)",25
"ul. Tadeusza Kościuszki, Śródmieście, Katowice, śląskie","Katowice, śląskie",1900.0,1900.0,,46.34,41.0,True,"(50.2576071, 19.0171456)",38
"ul. Floriańska, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",3100.0,3100.0,,34.44,90.0,True,"(50.2537455, 18.9383126)",40
"Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1800.0,1800.0,,30.0,60.0,False,"(50.3686759, 18.9325362)",25
"Zagórze Północ, Sosnowiec, śląskie","Sosnowiec, śląskie",1700.0,1700.0,,44.74,38.0,True,"(50.27895, 19.1263859)",35
"Koszutka, Katowice, śląskie","Katowice, śląskie",770.0,770.0,,96.25,8.0,False,"(50.2679049, 19.0216151)",36
"ul. 3 Maja, Śródmieście, Katowice, śląskie","Katowice, śląskie",2550.0,2550.0,,51.0,50.0,False,"(50.2576071, 19.0171456)",38
"ul. Mikołowska, Śródmieście, Katowice, śląskie","Katowice, śląskie",1900.0,1900.0,,36.54,52.0,False,"(50.2576071, 19.0171456)",38
"Osiedle Witosa, Katowice, śląskie","Katowice, śląskie",2300.0,1500.0,800.0,39.66,58.0,True,"(50.2713417, 18.95598817738157)",42
"ul. Wincentego Styczyńskiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,45.83,48.0,True,"(50.2576071, 19.0171456)",38
"ul. 3 Maja, Śródmieście, Katowice, śląskie","Katowice, śląskie",7500.0,7500.0,,37.5,200.0,True,"(50.2576071, 19.0171456)",38
"Radzionków, tarnogórski, śląskie","tarnogórski, śląskie",1650.0,1650.0,,27.5,60.0,False,"(50.4086908, 18.9149614)",25
"Dąb, Katowice, śląskie","Katowice, śląskie",2300.0,2300.0,,71.88,32.0,True,"(50.27602295, 18.99200291024328)",38
"ul. Koszalińska, Zagórze Południe, Sosnowiec, śląskie","Sosnowiec, śląskie",1501.0,1500.0,1.0,23.45,64.0,True,"(50.27895, 19.1263859)",35
"ul. Kolibrów, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",750.0,750.0,,12.3,61.0,False,"(50.2576071, 19.0171456)",38
"ul. Floriańska, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",3600.0,2700.0,900.0,36.0,100.0,True,"(50.2537455, 18.9383126)",40
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1900.0,1900.0,,51.35,37.0,True,"(50.3593826, 18.9223843)",26
"Koszutka, Katowice, śląskie","Katowice, śląskie",4200.0,3500.0,700.0,97.67,43.0,False,"(50.2679049, 19.0216151)",36
"Zagórze Północ, Sosnowiec, śląskie","Sosnowiec, śląskie",1880.0,1500.0,380.0,75.2,25.0,True,"(50.27895, 19.1263859)",35
"ul. Wiertnicza, Dąbrówka Mała, Katowice, śląskie","Katowice, śląskie",4870.0,4500.0,370.0,57.29,85.0,False,"(50.2576071, 19.0171456)",38
"Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",4200.0,4200.0,,55.26,76.0,False,"(50.2371408, 19.0101608)",44
"ul. Podchorążych, Śródmieście, Katowice, śląskie","Katowice, śląskie",800.0,800.0,,80.0,10.0,False,"(50.2576071, 19.0171456)",38
"Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",4500.0,4500.0,,41.67,108.0,False,"(50.2911077, 19.00786748480725)",35
"ul. Plebiscytowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",5500.0,5500.0,,49.11,112.0,True,"(50.2576071, 19.0171456)",38
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2300.0,2300.0,,60.53,38.0,True,"(50.259795, 19.0217063)",37
"ul. Złota 71, Dąb, Katowice, śląskie","Katowice, śląskie",19001.0,19000.0,1.0,131.04,145.0,False,"(50.2576071, 19.0171456)",38
"ul. Leopolda Markiefki, Bogucice, Katowice, śląskie","Katowice, śląskie",1250.0,1250.0,,52.08,24.0,False,"(50.2576071, 19.0171456)",38
"ul. Marcina Szeligiewicza, Śródmieście, Katowice, śląskie","Katowice, śląskie",2700.0,2200.0,500.0,48.21,56.0,True,"(50.2576071, 19.0171456)",38
"Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1200.0,1200.0,,18.46,65.0,True,"(50.3686759, 18.9325362)",25
"Śródmieście, Katowice, śląskie","Katowice, śląskie",900.0,900.0,,20.93,43.0,False,"(50.259795, 19.0217063)",37
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",1600.0,1600.0,,57.14,28.0,True,"(50.2727182, 18.9824049)",41
"ul. Łagiewnicka, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",2300.0,2300.0,,30.67,75.0,True,"(50.2537455, 18.9383126)",40
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2900.0,2300.0,600.0,58.0,50.0,False,"(50.301919850000004, 19.132456365631022)",28
"ul. gen. Kazimierza Pułaskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",1956.0,1956.0,,67.45,29.0,False,"(50.2576071, 19.0171456)",38
"ul. Rzeźnicza, Śródmieście, Bytom, śląskie","Bytom, śląskie",1589.0,999.0,590.0,58.85,27.0,True,"(50.342812, 18.9120743)",31
"ul. Wiejska, Zielona, Zielona Pogoria, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2645.0,2295.0,350.0,33.06,80.0,False,"(50.330374, 19.1848234)",32
"Reden-Adamiecki, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",750.0,750.0,,15.0,50.0,False,"(50.330374, 19.1848234)",32
"ul. Marcina Szeligiewicza, Śródmieście, Katowice, śląskie","Katowice, śląskie",2501.0,2500.0,1.0,40.34,62.0,True,"(50.2576071, 19.0171456)",38
"Górka Gołonoska, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",750.0,750.0,,13.64,55.0,True,"(50.330374, 19.1848234)",32
"ul. Karola Szymanowskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",4250.0,3400.0,850.0,39.35,108.0,True,"(50.342812, 18.9120743)",31
"Śródmieście, Katowice, śląskie","Katowice, śląskie",1350.0,1350.0,,75.0,18.0,True,"(50.259795, 19.0217063)",37
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",1650.0,1650.0,,58.93,28.0,False,"(50.2727182, 18.9824049)",41
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,48.89,45.0,True,"(50.259795, 19.0217063)",37
"ul. gen. Kazimierza Pułaskiego 27, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2147.0,2147.0,,49.93,43.0,False,"(50.2576071, 19.0171456)",38
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2000.0,2000.0,,17.86,112.0,False,"(50.259795, 19.0217063)",37
"ul. 23 Czerwca, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",4000.0,4000.0,,39.22,102.0,False,"(50.2537455, 18.9383126)",40
"ul. Leona Wyczółkowskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",3500.0,2700.0,800.0,23.33,150.0,True,"(50.342812, 18.9120743)",31
"ul. Sokolska, Koszutka, Katowice, śląskie","Katowice, śląskie",2754.0,2100.0,654.0,65.57,42.0,False,"(50.2576071, 19.0171456)",38
"ul. Stara, Reden, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",4950.0,4950.0,,45.41,109.0,True,"(50.330374, 19.1848234)",32
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1700.0,1700.0,,45.95,37.0,True,"(50.2822072, 19.1189568)",32
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,40.0,55.0,True,"(50.259795, 19.0217063)",37
"ul. Wielka Skotnica, Mysłowice, śląskie","Mysłowice, śląskie",2790.0,1800.0,990.0,47.29,59.0,True,"(50.2171942, 19.1235153)",36
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1000.0,1000.0,,40.0,25.0,True,"(50.2822072, 19.1189568)",32
"Milowice, Sosnowiec, śląskie","Sosnowiec, śląskie",2301.0,2300.0,1.0,32.41,71.0,True,"(50.2917405, 19.0790857)",33
"Myszków, myszkowski, śląskie","myszkowski, śląskie",1450.0,1450.0,,38.16,38.0,False,"(50.5743116, 19.3290231)",39
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2800.0,2800.0,,31.11,90.0,False,"(50.259795, 19.0217063)",37
"ul. gen. Kazimierza Pułaskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2498.0,2498.0,,54.3,46.0,False,"(50.2576071, 19.0171456)",38
"Centrum, Chorzów, śląskie","Chorzów, śląskie",1200.0,1200.0,,30.77,39.0,False,"(50.2916931, 18.942978)",39
"ul. Mikołowska, Śródmieście, Katowice, śląskie","Katowice, śląskie",900.0,900.0,,64.29,14.0,True,"(50.2576071, 19.0171456)",38
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",4840.0,4420.0,420.0,107.56,45.0,False,"(50.251319, 19.0320693)",36
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1820.0,1600.0,220.0,70.0,26.0,False,"(50.301919850000004, 19.132456365631022)",28
"ul. Stanisława Małachowskiego, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",2300.0,2300.0,,34.85,66.0,True,"(50.27895, 19.1263859)",35
"os. Andaluzja, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1615.0,1200.0,415.0,42.5,38.0,False,"(50.3680556, 18.9808333)",24
"ul. Stefana Kisielewskiego, Zagórze Południe, Sosnowiec, śląskie","Sosnowiec, śląskie",1200.0,1200.0,,37.5,32.0,True,"(50.27895, 19.1263859)",35
"ul. Tysiąclecia, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2800.0,2800.0,,45.9,61.0,True,"(50.2576071, 19.0171456)",38
"Koszutka, Katowice, śląskie","Katowice, śląskie",2600.0,2100.0,500.0,86.67,30.0,True,"(50.2679049, 19.0216151)",36
"ul. Stanisława Witczaka, Śródmieście, Bytom, śląskie","Bytom, śląskie",1800.0,1800.0,,51.43,35.0,True,"(50.342812, 18.9120743)",31
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1308.0,990.0,318.0,29.07,45.0,False,"(50.3593826, 18.9223843)",26
"ul. Kazimierza Pułaskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",2000.0,2000.0,,35.71,56.0,False,"(50.342812, 18.9120743)",31
"ul. Dobrej Nadziei, Siewierz, Siewierz, będziński, śląskie","będziński, śląskie",3000.0,2200.0,800.0,71.43,42.0,True,"(50.31724945, 19.138881491319484)",32
"Centrum, Chorzów, śląskie","Chorzów, śląskie",2870.0,2440.0,430.0,62.39,46.0,True,"(50.2916931, 18.942978)",39
"Śródmieście, Bytom, śląskie","Bytom, śląskie",2580.0,2000.0,580.0,34.4,75.0,False,"(50.3593826, 18.9223843)",26
"ul. Gawronów, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",3800.0,3800.0,,63.33,60.0,False,"(50.2576071, 19.0171456)",38
"Śródmieście, Katowice, śląskie","Katowice, śląskie",3000.0,3000.0,,75.0,40.0,False,"(50.259795, 19.0217063)",37
"ul. Sielecka, Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",1500.0,1500.0,,45.45,33.0,False,"(50.27895, 19.1263859)",35
"Koszutka, Katowice, śląskie","Katowice, śląskie",19001.0,19000.0,1.0,131.04,145.0,True,"(50.2679049, 19.0216151)",36
"ul. Staropogońska, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1780.0,1780.0,,48.11,37.0,False,"(50.27895, 19.1263859)",35
"ul. Fryderyka Chopina, Śródmieście, Katowice, śląskie","Katowice, śląskie",10000.0,10000.0,,73.53,136.0,True,"(50.2576071, 19.0171456)",38
"ul. gen. Jerzego Ziętka, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1280.0,1000.0,280.0,34.59,37.0,False,"(50.3686759, 18.9325362)",25
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2554.0,1850.0,704.0,52.12,49.0,False,"(50.251319, 19.0320693)",36
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2250.0,2250.0,,36.29,62.0,True,"(50.259795, 19.0217063)",37
"Centrum, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",1150.0,1150.0,,28.75,40.0,False,"(50.2951929, 19.035367665389575)",34
